spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,harmonic_mean,harmonic_std,percussive_mean,percussive_std,rms_mean,rms_std,rms_dynamic_range,label
1203.054600231952,620.9502820260254,1370.402448085838,362.0557950855947,2346.9631029211955,1349.1502990810527,0.06584012681159421,0.04044055239083456,0.036229473,0.17007142,0.0002713219,0.08009682,0.19043437,0.07956567,0.2728928,1
1808.234423714778,1537.1902351307137,1547.4379737304616,509.99948406492814,3209.0139288651317,2117.5334496839123,0.096435546875,0.13079658674078076,1.2397183e-05,0.18064623,1.0792041e-05,0.10311096,0.20951445,0.070017725,0.25775006,1
1339.6788933375701,764.0127237981221,1490.0040668477752,433.1975964570036,2733.7010797464623,1455.0985622690112,0.05864902712264151,0.06305160816693606,1.8279177e-05,0.20410125,0.00019560532,0.0715151,0.21033238,0.098698676,0.39271992,1
2007.911292946794,1874.5769249483913,1188.7817145548336,557.9432225420102,3122.48671875,2440.7017023932035,0.1441171875,0.1639940688758738,7.8336065e-08,0.09776643,1.8280884e-05,0.030821605,0.07175343,0.07933571,0.43452892,1
1362.2181818812987,824.5332906179607,1513.7950417802617,488.8213109544281,2760.943134014423,1726.5715938041526,0.10073617788461539,0.05770816748004615,0.0232843,0.067078054,0.0014913753,0.068152055,0.10483211,0.040328026,0.1623733,1
2003.8069611579047,1623.7658356890422,1511.994951320957,485.82968068121005,3394.303518826844,2178.6261572744957,0.14990634605532788,0.14250712802709894,0.025105271,0.14294465,0.0006761374,0.07049108,0.1478765,0.09097712,0.32394245,1
1371.7356011856684,1140.2490438086986,1370.3472951334027,518.8253701987246,2488.2552437160325,1864.7344549555544,0.10570227581521739,0.08913063563044096,0.033533618,0.12793368,0.0006351371,0.0625353,0.14834094,0.05534319,0.23287544,1
3141.8156889643974,2331.8322563137294,1462.2534005373345,571.4408622334201,4422.626287286932,2601.4616406977025,0.25996537642045453,0.20537590616995993,1.3697804e-06,0.035968218,-9.653548e-06,0.08860164,0.09103567,0.043702856,0.16675392,1
927.8680725303713,503.24753469671765,920.0248536479668,379.4217155918819,1593.819950403792,1166.8747490733167,0.06850750526685394,0.051210762976493907,6.4800195e-05,0.22482654,0.00012899266,0.108183995,0.24381056,0.10227481,0.44706953,1
998.1200497642217,563.7019335543664,1182.377112882159,346.6956936555594,1869.304788523707,1118.1597889812595,0.0378838900862069,0.02683051263832315,-4.660573e-05,0.12120056,-6.4389696e-06,0.08219014,0.15740243,0.06628042,0.26386636,1
2177.3481224177244,1064.8380006887164,1659.4337643477375,376.5312341030188,3908.7657581676135,1504.6957405720902,0.14104669744318182,0.09980876860156437,-1.242287e-05,0.0952652,-0.000121837606,0.108929135,0.15514459,0.0621204,0.29126334,1
1298.9214508264968,1086.2505039077014,1300.1236512221037,533.2025768551628,2369.0873579545455,1993.4868259684977,0.09105705492424243,0.07050217801681243,0.021930445,0.06732754,0.000737553,0.05654894,0.094915435,0.042868316,0.18383345,1
976.7466964400222,506.5380108629094,1341.0428540835683,405.023768184099,1913.910245028409,1333.8755804462878,0.054385653409090906,0.03204966229102626,0.036239974,0.12062915,0.00067568716,0.075053975,0.15610918,0.063745625,0.23779294,1
1405.5698888094764,957.3065062155069,1300.2035613140008,525.6638581184187,2664.434814453125,1605.4535448672286,0.08226860894097222,0.08325799847077056,-0.00040491557,0.15386535,-1.6295717e-05,0.13926335,0.22360542,0.09414236,0.3906242,1
1009.6903526242108,470.65988267793176,1017.3874202922391,585.595796761942,1762.4098557692307,1417.4856158237733,0.05332594651442308,0.02046514109437302,0.00036912473,0.17217906,3.4951892e-05,0.15514328,0.24985069,0.07791567,0.32254153,1
2102.8077372365487,1162.1353334444268,1347.9883650687152,364.91389779513577,3466.461181640625,1523.1343513892596,0.14757428850446427,0.09925896013545885,2.407327e-05,0.052211285,7.900328e-05,0.09647063,0.103369005,0.05989903,0.19775817,1
1172.1652966631182,879.0384329012338,1081.4731090389048,453.90202921377096,2197.7325439453125,1421.567391743208,0.0934109157986111,0.10013234066815907,5.5459037e-05,0.07959595,2.1445423e-05,0.109943986,0.13245389,0.08336509,0.32096493,1
1467.00637860288,649.5680795680477,1514.7452493698554,332.5095845330127,3007.796963778409,1264.0553762941722,0.07117069128787878,0.06266946997224093,-2.7529095e-06,0.10058191,-0.000108060565,0.11890672,0.1777321,0.053589452,0.2489779,1
1051.6529905007235,653.3476234238178,956.6780186183472,317.8216883007103,1708.30078125,1159.5965448364,0.07632048233695653,0.059476579262965415,-8.766181e-06,0.17182022,0.00010193132,0.10967333,0.20472841,0.10424992,0.3594158,1
1785.2936646711078,975.6338431202744,1570.0776215488677,465.7260358884274,3213.011368461277,1654.8338887081438,0.10294773267663043,0.10158330078367236,-1.5883363e-05,0.16223934,3.5578378e-05,0.07918556,0.1816954,0.069795266,0.28663185,1
2168.5684203046403,1565.2023982885244,1592.3289601282138,525.7846527013944,3754.083251953125,2025.7629350580185,0.15329415457589285,0.16956851139500784,2.1061294e-06,0.11157385,3.140897e-05,0.089573815,0.14090452,0.071193404,0.24379677,1
2160.972676860125,1223.1692178808753,1851.581226534498,499.1283964426689,4095.96876457556,1854.7151586082537,0.11444729477611941,0.11856352120943624,7.6292717e-06,0.117678784,4.265951e-06,0.080420375,0.13948266,0.06617994,0.2720068,1
1114.9844617296335,662.7776157680601,966.1580656133882,343.45629428575955,2058.3624167520493,1082.14510877978,0.0775326588114754,0.06397703982689727,5.283317e-05,0.09112275,-5.1034607e-05,0.10450424,0.14247452,0.07112409,0.2699387,1
2089.352630154887,1442.7959974196017,1452.3826711407398,447.8084157526612,3475.4150390625,1924.2960887611675,0.15132732780612246,0.14937797068296574,-2.024409e-05,0.115048446,-4.7299873e-05,0.11195412,0.15429628,0.09242871,0.3327348,1
1655.0939572073908,1355.2857103986773,1499.135190799759,509.6866574671584,2989.9543972190368,2045.4386949756413,0.12462818950688073,0.13130399159394207,0.026029713,0.14611241,0.00027933397,0.073341735,0.15823728,0.092901595,0.3592752,1
1834.28513876512,1761.1833530713739,1272.9272999923564,469.13643398767607,2855.1370943509614,2237.5027342522344,0.14647686298076923,0.17991325954468368,0.015621495,0.06795651,0.00012779215,0.061514087,0.096906945,0.043258548,0.18062347,1
1209.256850534137,931.6761011827336,1372.069642407723,540.1978470886401,2411.0854204963234,1919.4952714932942,0.08977673100490197,0.07731526044746387,0.032902997,0.11737151,0.0015017146,0.07172478,0.14599659,0.066296965,0.2710707,1
1016.3277258371488,734.9914563588657,877.0520120080374,432.02762825892944,1726.74755859375,1358.638567448753,0.09088216145833333,0.10297608532888398,7.3724837e-06,0.18512242,-2.2751171e-06,0.09546353,0.19123475,0.11954276,0.47004205,1
1176.312264841059,680.6345447248062,1244.3404826644767,283.4664675767954,2136.9363536005435,1200.2052289588507,0.050356657608695655,0.03146349230870087,-9.355317e-05,0.12398279,8.303808e-05,0.13082042,0.1967136,0.06989956,0.2821855,1
1539.4679995890288,1148.7536356510684,1505.5267002481394,392.4839941027296,2900.740913722826,1808.101070831005,0.09624801856884058,0.0968810710897489,0.019372163,0.065424465,0.0014953581,0.06737779,0.091584265,0.05120089,0.2026709,1
1139.4672346656416,610.1706868157099,1014.4337536077676,362.14817092749655,1946.1104543585527,1136.8538843086353,0.09213096217105263,0.060420123419305166,-1.2976086e-05,0.1759914,5.7319216e-05,0.11367445,0.19828655,0.11189165,0.45415542,1
1337.5645671075672,1148.512374391808,1231.145506456269,426.2113735938599,2377.972685401119,1650.1332572122965,0.0751807369402985,0.10606221425290051,0.00026731938,0.19502062,0.0003902731,0.14501743,0.25315547,0.10237327,0.37848717,1
2099.881894850985,1459.363907161647,1402.7264222837462,329.7353010986245,3474.322509765625,1710.8055339395025,0.1414116753472222,0.14864077910669346,3.38661e-05,0.13371721,8.823837e-05,0.14331715,0.20362258,0.07752982,0.26945296,1
1545.6023431496967,1420.2468908849316,1403.187141865302,541.4173187368833,2664.590967228982,2148.1533453725337,0.12045423119469026,0.13064577642314043,0.032464612,0.14992596,0.00028556059,0.09153783,0.18000016,0.07782083,0.3598363,1
1083.2591959119377,396.4920585289453,1015.7461666144459,352.40513916211995,2102.691650390625,955.6574182729639,0.07107979910714286,0.0530217749678218,2.4527202e-05,0.113253176,1.2334868e-05,0.116297126,0.15668114,0.09005481,0.3769113,1
1268.3237043459942,363.2566335800073,1069.9519415764375,416.8821362284506,2230.6440873579545,862.0596763017005,0.054583925189393936,0.01133819583698256,6.035261e-05,0.27666003,3.376425e-05,0.04450712,0.24551232,0.1434129,0.46376508,1
2048.1719789802873,1260.7726323893226,1544.9706678349382,372.16578555839936,3678.84521484375,1775.7052639430551,0.13164992559523808,0.11656873084564039,-1.3074164e-05,0.08592114,1.00891275e-05,0.13829742,0.18157569,0.07473163,0.27768353,1
2550.795973731677,2259.1652428654033,1301.1935193861977,528.2412973258138,3703.2887178308824,2513.502875942742,0.19245940563725492,0.20879120060701126,1.2099518e-07,0.07878375,-6.7542857e-07,0.08193793,0.10326458,0.081634365,0.3230717,1
1532.4203338867094,960.9986604705906,1515.8553880587517,519.1120301409997,2931.8801879882812,1647.6376830506595,0.071563720703125,0.06016526144411853,1.8234485e-05,0.09397386,-7.4916725e-06,0.07127186,0.11519011,0.04864303,0.20537555,1
2049.6876362021035,1026.4608017470148,1640.713483162049,432.8393964585061,3760.5522604549633,1592.3256717120046,0.1348589728860294,0.10220191755567384,-1.39724425e-05,0.104994126,-2.3426746e-05,0.08636045,0.1335267,0.07973787,0.3048027,1
1931.3604277348659,1164.6942303350863,1698.8129540697946,419.6818368058662,3563.461785567434,1797.6601787572938,0.11306923314144737,0.10855400561416766,7.995737e-06,0.16531914,3.846779e-05,0.106288835,0.20142312,0.09981721,0.4525553,1
1588.9317801607722,823.2369011930604,1454.7913931511132,399.92041475404363,3080.8929443359375,1396.622386751701,0.07628716362847222,0.05433806500179984,1.061461e-05,0.09637995,3.7126392e-05,0.10368453,0.14929658,0.05564027,0.24391086,1
1541.5962904048863,1451.9620230608627,1344.6500359374982,530.2307091690765,2624.0899658203125,2252.986931631162,0.11998291015625,0.12320396386769883,0.03535783,0.10652093,0.0017134056,0.08766311,0.14984377,0.056960102,0.19371784,1
988.6307088258718,473.13413299269854,1004.3601446539985,390.9785074968891,1957.6214958639705,1085.8908542339768,0.05890969669117647,0.045011914233215676,0.000109315624,0.12671797,-7.474907e-05,0.07971301,0.13811757,0.08731361,0.4144423,1
1492.2198590563678,1337.4430295452626,1410.1171686748492,503.6984205535107,2638.767377068015,1911.6793517636906,0.1002197265625,0.12250283481276171,0.03363932,0.138728,0.0004961072,0.06519184,0.15520598,0.0732662,0.25207433,1
2190.3881300323656,1574.7426475150453,1754.8894768494188,457.92168657764853,3807.2826116857395,2107.720397478936,0.13868906800176056,0.14666589412604103,-1.0669077e-05,0.15880427,-0.00010529385,0.10816089,0.19786517,0.06525537,0.2967161,1
2424.424441244832,1210.6721400522313,1664.2288654445572,446.4880454759442,4155.31005859375,1629.9709559994883,0.1539374457465278,0.12070152704293059,-1.7128754e-05,0.07703646,-5.714784e-05,0.0799585,0.10870072,0.060409665,0.24554221,1
1639.285868826399,812.2636611987143,1502.4604561055278,456.581222653208,3222.674560546875,1433.723560180819,0.08560616629464286,0.05916535409535224,-4.2273507e-05,0.13489771,-4.92955e-06,0.060727827,0.14964141,0.06370641,0.26404682,1
1088.7624000146031,693.3487269515224,986.631016725912,395.66505541436453,1865.481948852539,1269.6136306727167,0.087249755859375,0.07266808254530573,4.262538e-05,0.07492001,-2.7720122e-05,0.115000196,0.13977669,0.076830484,0.32542676,1
1810.2677460558764,1228.2653069319997,1600.4391583955683,402.7329056511632,3292.451796420785,1869.1256894821242,0.09968318495639535,0.1106641342637671,-1.4490245e-05,0.17209749,0.00010748387,0.09643136,0.20062602,0.076595016,0.37359634,1
2158.3713383786726,1218.0392385769323,1546.5198123544199,364.60734635254914,3778.087116109914,1654.6254507327924,0.15530149964080459,0.12523253190778436,1.6041271e-07,0.14243178,-5.7875254e-06,0.10448286,0.1744474,0.08688779,0.2886272,1
1500.0158911601018,1071.724587403956,1533.0123570012775,445.06996355097215,2981.1131211577867,1803.3398736139413,0.09089235399590163,0.07074894407127588,0.026556043,0.105161585,0.002217707,0.08549171,0.14302383,0.06347651,0.25292635,1
2334.008617641921,1297.1859440315152,1790.8461376446032,398.16165245225795,4202.889737215909,1728.0242910291065,0.13834783380681817,0.12093099853576242,3.5410212e-05,0.10568535,-8.742094e-05,0.07429484,0.12988314,0.05725373,0.24311805,1
1243.783201929537,753.5248423792818,1296.5483696306178,418.67449510920443,2427.0808522294205,1391.8574748525095,0.06963962461890244,0.056278318820448626,0.028648144,0.14051098,0.00018222783,0.08537486,0.1606823,0.08845347,0.3555765,1
1989.095958273058,1310.6391701823964,1648.8407299114165,551.8572437224556,3642.4758911132812,2193.447253265753,0.167022705078125,0.1583278041086434,0.0066219005,0.036362812,0.001567544,0.081425756,0.07121455,0.06889402,0.2289719,1
1724.3522230242547,922.7993035019564,1515.8756350292979,429.738813518145,3236.8873452240564,1424.018896032413,0.08871056898584906,0.08240569708110662,8.5231026e-05,0.12142428,1.4482617e-05,0.11128586,0.16803464,0.07443067,0.27576596,1
2149.315881822592,1698.2082875210028,1565.59538539863,470.34630835819735,3671.932097404234,2124.697945619094,0.15736832157258066,0.1718926828880078,0.021478655,0.08763238,0.00020617915,0.11832032,0.14513224,0.08732068,0.27712914,1
2324.949716543544,1245.8655422113518,1824.8525416682485,448.2603577079692,4332.866962139423,1636.4376999627584,0.1335011017628205,0.11799091697376535,-1.2011585e-05,0.09339867,-1.4445471e-05,0.08816492,0.13706733,0.042511262,0.20188427,1
1317.0844676521122,878.3183843334232,1204.4664136713086,578.2995829517118,2386.52032081117,1622.3699168527485,0.08070146276595745,0.07961904235014655,-0.0013689842,0.12141639,2.2412858e-05,0.14515266,0.20027901,0.0896517,0.2961441,1
1367.8356097179417,1048.6301715493746,1376.9875042115748,439.09026149593325,2620.287146935096,1754.2361935008046,0.09153395432692307,0.08064625557517902,0.019607779,0.070969306,0.0006513424,0.04687955,0.092264906,0.03456208,0.1371949,1
1475.2458100196004,1081.2252335511819,1058.4144681639266,338.1398722399534,2594.3314985795455,1342.0433960138953,0.11185445413961038,0.11451315172445616,-9.334548e-06,0.099934004,1.40314005e-05,0.11126653,0.13549693,0.1078315,0.45865703,1
1480.1134176766784,776.7206349471073,1458.9750988963976,329.75662964810334,2821.2802734375,1355.3555695413584,0.089375,0.07563405384691713,3.7113226e-05,0.12028083,-3.3320444e-05,0.08743956,0.14587404,0.10150566,0.37958658,1
1246.5865329704122,725.6746852685641,1326.759274376461,443.42398181741413,2455.538818359375,1418.6011911891164,0.05087890625,0.04310353726344953,1.464004e-05,0.15616821,-3.6275596e-05,0.08363541,0.18599837,0.07377601,0.39932424,1
2126.5992831980197,1675.9514352463432,1459.7451475176615,504.38747301728984,3511.3287674753287,2224.333297247764,0.1613062808388158,0.15380020470958058,0.01834523,0.06852812,0.00026786164,0.0888966,0.1212267,0.04998809,0.22124085,1
1186.60473307459,764.8717860382624,1032.9032560671556,272.577782186885,2157.1407195060483,1065.7621596243353,0.0735808341733871,0.07502085635232013,7.550452e-05,0.15800406,-6.177048e-05,0.1083062,0.18327989,0.0933713,0.3538995,1
1298.663206976413,817.360432297255,1330.388695573718,409.1977652956953,2314.337249300373,1437.376285432482,0.07930562033582089,0.07741054371631712,0.017206157,0.07619386,0.0013454254,0.1242002,0.15486528,0.058522854,0.22042787,1
2428.3619093029374,1448.977029048185,1872.9217133044815,433.84209681253395,4352.991757150424,1875.9912094442107,0.15808726165254236,0.15891957803344117,-0.0003306565,0.08596113,-5.354565e-05,0.06229208,0.10479792,0.04591633,0.21996044,1
1528.0800678794265,1138.7509577137635,1497.9262108037751,406.1226325232386,2863.45458984375,1874.9901034237037,0.09414760044642857,0.09438902884569152,-6.288422e-05,0.10011027,0.00019823645,0.09235294,0.15106511,0.0578855,0.22328882,1
1250.3285107904733,870.464864574757,1413.1766326753702,451.147547938797,2407.0437782689146,1589.2995891297305,0.07951917146381579,0.05988491104557438,0.037553366,0.1784027,0.00028895322,0.06580574,0.19140707,0.08231599,0.38219494,1
1536.4313326319661,852.1661300483822,1373.7149591142604,325.53951888723236,2826.01318359375,1319.7693616705437,0.08338149713010204,0.08126684882544381,1.2381964e-05,0.14340931,1.0417512e-05,0.09926782,0.1827326,0.062668584,0.333393,1
1402.8728536001693,1054.4115298376541,1147.3782268443933,307.90251754090696,2477.631359565549,1435.6724264872676,0.08294826600609756,0.0895405347136476,-0.00079451175,0.25435615,0.00023498999,0.10928402,0.26574618,0.12399558,0.36735943,1
1789.513354258919,1491.475192336327,1370.6710222084394,441.0568749944382,3136.281936233108,2016.7623517714148,0.12283572635135136,0.1296151797346987,0.024736658,0.12416821,0.00031108406,0.09177754,0.15753874,0.07207515,0.33388034,1
1109.8126330111597,266.0207235580283,1078.3381970345365,166.90287562253803,2073.191950871394,696.9256954434393,0.05548565204326923,0.014122230912150932,4.4362307e-05,0.19383493,2.8159733e-05,0.09594069,0.23246124,0.06754856,0.27894187,1
1014.9378903303029,679.7107883000682,866.7015642716551,315.32878571497355,1701.2939453125,1144.0013145584276,0.07032800099206349,0.05791036721563234,3.2076814e-06,0.19792147,-3.107875e-05,0.11287855,0.22967696,0.111975245,0.44756573,1
1577.637482200251,1349.8524665841414,1311.4846415461695,553.7836095188309,2844.6494654605262,1919.4142317122144,0.1030016447368421,0.12348235604618812,-0.00034452137,0.14506808,-8.653641e-05,0.12725258,0.20179398,0.09523958,0.33617124,1
1503.0658025398125,1112.2150792211473,1454.3945467770275,409.7195788200525,2759.9264005335367,1783.71295766331,0.09606040396341463,0.08804187688830852,0.03789368,0.16643092,0.00024602807,0.087189734,0.1906991,0.073072754,0.3300141,1
2027.5268806433814,1069.7495209309363,1661.5041678766202,412.6780010547845,3723.2327974759614,1527.6995963577774,0.1166026356456044,0.10571610864426813,0.00022712453,0.1061419,-4.6428355e-05,0.08232406,0.12861648,0.06702707,0.27841437,1
1657.3880015240243,817.5499842028877,1541.7444253914625,276.5804412028973,3275.3135279605262,1272.467509425374,0.07969263980263158,0.0692979056112584,0.0001099399,0.10239232,0.00019576341,0.12493139,0.18212661,0.050233584,0.22476329,1
1287.837534790567,826.8516818675586,1349.7097192549136,452.4803958528769,2464.864527925532,1593.281196344026,0.05585106382978723,0.05999124337879425,3.7888443e-05,0.20911138,0.00012838202,0.101939104,0.24903011,0.08316579,0.25567147,1
1199.0112582604324,595.9385853424179,1205.807846492176,629.2896613299512,2205.2533318014707,1630.9650118944105,0.0700827205882353,0.038801553170566466,-0.0010898188,0.15421462,-0.00024063754,0.1514391,0.24283493,0.07297167,0.3020609,1
1348.69285089256,866.5367519210604,1261.6643672292535,422.4750192174428,2499.90234375,1539.947091732625,0.09216889880952381,0.07277643716125473,5.4027028e-06,0.21012892,3.546383e-05,0.10494952,0.23159368,0.09905776,0.4332644,1
1893.2007609855448,1370.0279684259192,1605.3115493327546,422.5594483418279,3371.990580498418,1894.2581972244388,0.11098200158227849,0.12735879512566128,-5.1490942e-06,0.18206166,4.2815323e-06,0.113783844,0.2125988,0.094911575,0.41888717,1
2035.5349199985062,1116.2468962891376,1637.1572395430915,454.22059623054884,3638.446723090278,1724.606879322258,0.13668860918209877,0.119877373831853,-4.0343482e-05,0.1113886,-7.368383e-05,0.1252187,0.16601649,0.08705678,0.3483867,1
1677.3751682602308,922.7721556701622,1433.1557164115716,243.8460528494696,3030.1254272460938,1451.9924288315556,0.0946044921875,0.07622858528470837,-5.9551683e-05,0.13118905,9.49891e-05,0.1464486,0.19136027,0.108906776,0.33694947,1
1152.3585768086696,709.2492454422634,1296.7813121277297,448.6382358370282,2375.7955697866587,1377.1918351791646,0.058396559495192304,0.07109777415732114,-9.596051e-05,0.1627296,-0.00027897544,0.11145896,0.19930527,0.10320018,0.38320035,1
1324.923704846319,915.5216213505859,1085.0007471190813,438.8313782875479,2351.2958395070045,1515.5984029533088,0.11315076104525862,0.11510494341201578,1.0712557e-05,0.08238998,-5.4201882e-06,0.11721805,0.13116223,0.0919115,0.35882676,1
1929.8316913357676,1129.4732865470255,1575.9117898648278,451.71031258563585,3529.527972495719,1720.2009894861517,0.1344378745719178,0.12571117000088516,5.849334e-05,0.083944544,4.344251e-05,0.082494415,0.11545646,0.062017485,0.23959401,1
1578.7708717229525,1293.725333975108,1370.9056486072698,571.5934845130262,2862.087724793632,1894.465596693172,0.08542158018867925,0.0933722516334588,-0.00050426763,0.09558038,0.00012900138,0.123616055,0.1585778,0.08186551,0.31775683,1
1652.99889997699,1075.141930943696,1458.2857432927876,406.7222441140867,3015.335667386968,1676.8105837921487,0.09864839594414894,0.10974863006160501,-5.08575e-05,0.111701354,-0.00010228272,0.06667802,0.12808613,0.061417,0.22483799,1
2089.7943993402223,1269.9473920574906,1758.2994398440253,499.76827582981343,3948.4150133634867,1947.5289627719949,0.1499537417763158,0.14499663350242506,4.8172933e-07,0.12757908,-0.00012559982,0.11532655,0.16664112,0.09930489,0.42330647,1
1248.0806039610525,640.4998460686312,1239.4832646044395,496.4333771108109,2436.7847442626953,1439.0994520216664,0.10321044921875,0.07371846789782704,3.0016909e-05,0.055676807,-7.247108e-05,0.12670173,0.12557669,0.09164201,0.37968636,1
2070.771656152239,1332.419179887959,1547.8755367413412,431.9509106268729,3505.078125,1839.9147690593718,0.13026147959183673,0.12301334816518786,-1.7940356e-05,0.14208944,-0.000103840146,0.08922856,0.1627165,0.0837892,0.27488428,1
1718.397727704572,1058.6887210760729,1689.8962204255447,443.10819350457217,3295.477294921875,1821.1585782085117,0.091015625,0.0724831107626128,-5.4478005e-05,0.1701169,-6.1140963e-06,0.10038494,0.19551878,0.07646189,0.3289735,1
1535.3987983427576,715.4682498591126,1464.5174378312943,378.6389660958065,2775.263360206117,1288.431271802085,0.07013588763297872,0.05650903614044625,1.3620684e-05,0.15980883,3.9510756e-05,0.10001968,0.18900834,0.08401201,0.3452518,1
1968.92992563607,1210.8228942323058,1522.3498005398988,372.09095181691134,3322.6181030273438,1608.231623231673,0.121124267578125,0.11876479133081165,0.00016159497,0.11477753,2.8549151e-05,0.09170217,0.14538984,0.06417117,0.23582979,1
2156.27608813048,1430.7280977185876,1676.3991969175197,458.53129406118427,3824.70703125,1981.370187597728,0.13299851190476192,0.12187333526441403,3.7966423e-05,0.13751096,-0.00017938574,0.11336469,0.19185156,0.07215376,0.31044862,1
1894.1231375924058,1390.0754308617757,1617.7693061363489,429.882550911186,3398.6994485294117,2114.9230280906536,0.17516946231617647,0.17817615968569198,0.020128747,0.07944474,0.0017635922,0.07444806,0.101901695,0.07515497,0.2542628,1
1319.8576247594597,668.4517942562022,1218.0847371385423,422.5546773926007,2334.7212357954545,1279.1089590195293,0.08581912878787878,0.05051593326109955,6.905105e-07,0.12334803,3.0272799e-05,0.11389846,0.17533307,0.07844145,0.3073,1
1970.7146937965163,1423.478679547002,1779.052443141561,498.21037734186996,3913.0615234375,1879.386032105096,0.1456271701388889,0.14157324143399513,0.037215777,0.17664386,0.00022046469,0.09172559,0.20693682,0.0957205,0.36978912,1
2259.8126618113406,1393.2174351574783,1523.6287627940037,431.1999158570705,3965.6982421875,1673.4528182321328,0.16387143342391305,0.126523183533875,3.3842778e-06,0.056220703,9.284972e-05,0.12610936,0.12690586,0.07887762,0.33150598,1
1963.0712826285098,1153.9085544753746,1663.475211655176,556.5907946976622,3488.4972205528848,1939.1891244220235,0.10334928743131869,0.09229690104665163,-3.9768118e-05,0.14799254,3.6123318e-05,0.07480265,0.15737069,0.07643193,0.26505682,1
1709.6077962501686,1143.5839976382524,1506.3532092805738,418.629994957101,3156.822791466346,1720.132150956271,0.11229216746794872,0.11784372009992687,-4.1226944e-05,0.13144858,3.3085995e-05,0.09296354,0.15442954,0.09079282,0.35393772,1
1594.837575588419,1497.3505073540086,1147.506178377326,544.315232806311,2732.344494835805,1994.9472837842504,0.10274596133474577,0.1347000072036084,-9.454181e-06,0.12083702,2.9884359e-05,0.07704604,0.12832917,0.09124531,0.38557282,1
1575.2009419671085,873.3208649655862,1545.3923539635662,472.31668727552903,3060.820594200721,1682.6852251073444,0.08541165865384616,0.0712322396083682,3.4083866e-06,0.0826323,-0.00013620988,0.1284555,0.17255536,0.06963588,0.2763268,1
1402.087690854567,770.7604264451622,1118.6797093158264,394.2434111044477,2498.1207275390625,1356.6782847491384,0.12528076171875,0.08614573046636995,4.338349e-05,0.06331914,-4.3386728e-05,0.12675324,0.14108714,0.07933127,0.33323517,1
1719.1423835597407,891.6241395538322,1543.592081729122,355.43621072431756,3280.798828125,1385.4376097108748,0.07794921875,0.06729687870339456,-1.756024e-05,0.09532844,-7.293551e-05,0.07238027,0.12397879,0.050962932,0.19049619,1
1433.5462011529407,916.8788520515471,1055.496943309017,347.3544818711907,2573.2177734375,1227.257830802504,0.09466145833333334,0.08557107506672501,7.8750435e-07,0.078477934,-3.1986994e-05,0.09926974,0.1229925,0.08045288,0.34191748,1
